job_id,skill_abr
4402156400,MGMT
4402156400,MNFC
4402153825,ENG
4402153825,IT
4380081849,ADM
4252939391,IT
4326224262,ACCT
4326224262,FIN
4402145729,MGMT
4402145729,MNFC
4402176374,WRT
4402137393,SALE
4402137393,BD
4401733788,BD
4401733788,SALE
4390346665,SALE
4390346665,BD
4400435516,MRKT
4400435516,SALE
4399260958,ADM
4400443386,OTHR
4402135650,FIN
4402135650,CNSL
4402135650,ACCT
4370942816,OTHR
4402157587,MGMT
4402157587,MNFC
4331191245,EDU
4331191245,TRNG
4329723204,ENG
4329723204,IT
4402136671,SALE
4402136671,BD
4400427706,ENG
4400427706,IT
4396835751,SALE
4402145736,ADM
4380942614,SALE
4380942614,MRKT
4380942614,PRDM
4402988294,ACCT
4402988294,FIN
4370892916,OTHR
4400444370,ENG
4400444370,IT
4372055466,MRKT
4372055466,SALE
4370949756,OTHR
4383552282,ENG
4400445353,IT
4400430491,OTHR
4381196814,MGMT
4381196814,MNFC
4402968832,QA
4379639599,ENG
4379639599,IT
4400166946,ADM
4371005436,ENG
4371005436,IT
4402149431,OTHR
4326314509,PRCH
4326314509,SUPL
4364636506,SALE
4364636506,BD
4331364153,HCPR
4402130991,MGMT
4402130991,MNFC
4326208086,IT
4402146654,MGMT
4402146654,MNFC
4400428031,OTHR
4402138564,DSGN
4402138564,ART
4402138564,IT
4402140689,DSGN
4402140689,ART
4402140689,IT
4402154526,ACCT
4402154526,FIN
4400429567,MRKT
4400429567,SALE
4400451115,DSGN
4400451115,ART
4400451115,IT
4402142342,OTHR
4402142342,IT
4402142342,MGMT
4395989399,MGMT
4395989399,MNFC
4390421976,MGMT
4390421976,MNFC
4400445354,MRKT
4400445354,PR
4400445354,WRT
4402155433,MGMT
4402155433,MNFC
4402155843,RSCH
4402155843,ANLS
4402155843,IT
4400445100,ENG
4400435520,DSGN
4400435520,ART
4400435520,IT
4402165678,WRT
4390826156,IT
4400441378,MRKT
4400441378,SALE
4369392313,BD
4369392313,SALE
4360947363,SALE
4360947363,BD
4381442446,IT
4390830001,CNSL
4400439446,MRKT
4400439446,SALE
4402967752,IT
4371018818,FIN
4371018818,SALE
4390342860,FIN
4390342860,SALE
4384895039,SALE
4369379997,BD
4369379997,SALE
4402190203,MGMT
4402190203,MNFC
4390488356,HR
4400440139,LGL
4399225291,PRJM
4399225291,IT
4403107072,SALE
4403107072,BD
4402303007,ENG
4402303007,IT
4402184481,MGMT
4402184481,MNFC
4403115043,DSGN
4403115043,ART
4403115043,IT
4403108148,BD
4403108148,SALE
4402997945,IT
4403103309,ACCT
4403103309,FIN
4400455203,ACCT
4400455203,FIN
4400469102,SALE
4400469102,BD
4398234234,GENB
4398234234,ANLS
4398234234,ACCT
4402050753,MRKT
4402050753,SALE
4403113307,SALE
4403113307,BD
4402195337,MRKT
4402195337,SALE
4402191178,HR
4402189369,ENG
4402189369,IT
4403105415,SALE
4403105415,BD
4403121106,SALE
4403121106,BD
4402185452,SALE
4402185452,BD
4402194487,HR
4402194487,CUST
4402194487,MGMT
4402198384,BD
4402198384,SALE
4403104567,OTHR
4402355178,BD
4402355178,SALE
4402353529,SALE
4402353529,BD
4402350636,ACCT
4402350636,FIN
4402336866,OTHR
4400478609,IT
4402333685,ENG
4402333685,IT
4402333704,LGL
4402335711,ANLS
4402335711,IT
4402354701,IT
4402342629,MGMT
4402342629,MNFC
4402340686,QA
4402342656,IT
4402351676,IT
4402348752,EDU
4402348752,TRNG
4403185623,ACCT
4403185623,FIN
4402337739,SALE
4402337739,BD
4402355263,MRKT
4402355263,PR
4402355263,WRT
4402345806,HR
4402341717,FIN
4402344688,FIN
4402344688,SALE
4402351596,ENG
4402351596,IT
4402334747,MRKT
4402334747,ART
2371637339,SALE
2371637339,BD
4403176476,STRA
4403176476,ANLS
4403176476,HR
4403185323,IT
4402333678,MGMT
4402333678,MNFC
4402351813,ACCT
4402351813,FIN
4389560688,HCPR
4402354514,ENG
4402352681,IT
4403175333,OTHR
4403191466,OTHR
4402344624,ENG
4402344624,IT
4403175445,IT
4402335838,CNSL
4402335838,IT
4402335818,FIN
4402355186,ADM
4402354697,ENG
4402354697,IT
4402338908,MGMT
4402338908,MNFC
4403185322,IT
4402353566,PROD
4403189184,FIN
4403189184,ACCT
4402344404,ACCT
4402344404,FIN
4402343781,IT
4403180560,SALE
4403180560,PR
4403180560,MRKT
4402332848,MRKT
4402332848,PR
4402332848,WRT
4402347799,FIN
4402347799,SALE
4403191329,MGMT
4403191329,MNFC
4400490494,GENB
4402346832,ENG
4402346832,IT
4402343632,PRCH
4402343632,SUPL
4402341823,FIN
4402341823,SALE
4402337732,PRCH
4402337732,SUPL
4402353757,HR
4402350622,OTHR
4402338711,PRJM
